step,context0,context1,context2
703,0.2479851,0.46399102,0.35365096
704,0.5147522,0.8188466,0.40405333
705,0.50770724,0.50671315,0.14281498
706,0.97360665,0.94458467,0.3076082
707,0.24974428,0.5885563,0.87056226
708,0.7738954,0.4446647,0.444942
709,0.054682404,0.67833686,0.80913424
710,0.8091251,0.04290438,0.106694125
711,0.82835555,0.05788278,0.016832516
712,0.69360715,0.48092943,0.74893594
713,0.3885631,0.99053204,0.85494447
714,0.46066675,0.6166302,0.67980695
715,0.93877995,0.4016134,0.9835291
716,0.6018238,0.24950616,0.052989583
717,0.15415311,0.5765665,0.023542363
718,0.4744015,0.007890689,0.48319742
719,0.28701708,0.24577193,0.33962083
720,0.14358857,0.16184652,0.28780285
721,0.17026062,0.5982829,0.105511814
722,0.49359104,0.18977083,0.86176825
723,0.34969026,0.4687677,0.015671007
724,0.4448586,0.95529544,0.21627696
725,0.85222787,0.0135797635,0.24290799
726,0.61523986,0.4401537,0.76860285
727,0.5256714,0.84653294,0.1947398
728,0.25129628,0.89285374,0.06522032
729,0.5284855,0.8584806,0.12900178
730,0.8108667,0.20129257,0.79061824
731,0.9698064,0.22184703,0.05437668
732,0.9631968,0.21979561,0.59487146
733,0.026518142,0.78856707,0.40712193
734,0.53172904,0.6948768,0.6892104
735,0.7877565,0.708765,0.84474605
736,0.7438821,0.54922485,0.20667818
737,0.95574105,0.7557305,0.5046046
738,0.32800758,0.8961283,0.20224026
739,0.23602131,0.8759654,0.81183326
740,0.30697927,0.51812345,0.17473796
741,0.40576896,0.41602346,0.80612314
742,0.8368812,0.33974046,0.7946783
743,0.8464076,0.8985421,0.57791704
744,0.44206196,0.16616262,0.12101558
745,0.6271781,0.88731307,0.032467794
746,0.565576,0.3594456,0.62246823
747,0.21895084,0.6467378,0.19688055
748,0.60015947,0.5307218,0.08567051
749,0.3736225,0.28969237,0.813098
750,0.6884015,0.99310887,0.86140907
751,0.6588253,0.3156296,0.6120481
752,0.3997841,0.15965413,0.30661568
753,0.412345,0.11806767,0.8860004
754,0.03642981,0.6910503,0.48115826
755,0.52415335,0.99493504,0.41173083
756,0.28127947,0.24889015,0.36752045
757,0.9594905,0.7128561,0.5023058
758,0.06619028,0.37507898,0.9610814
759,0.6836248,0.12606326,0.04965347
760,0.68286395,0.08546443,0.7740005
761,0.53587306,0.52806413,0.17151143
762,0.97991425,0.2965078,0.09797942
763,0.6181418,0.73952425,0.87740916
764,0.2767703,0.07473066,0.67084306
765,0.5278594,0.42911336,0.19166918
766,0.81370515,0.33170617,0.9906885
767,0.38609853,0.54136896,0.88012767
768,0.88109213,0.34901485,0.3599708
769,0.9820449,0.31854746,0.20973903
770,0.08293714,0.18637031,0.5838513
771,0.15497486,0.30700073,0.2901924
772,0.6514987,0.771098,0.76866144
773,0.23994856,0.946143,0.3694503
774,0.29588178,0.7570193,0.27411765
775,0.87098134,0.8437436,0.06119752
776,0.521352,0.053547874,0.78160965
777,0.9994275,0.86521906,0.7782145
778,0.9951317,0.512406,0.38560826
779,0.7556407,0.5869439,0.44725695
780,0.7924738,0.94525164,0.06932145
781,0.32213527,0.5085699,0.1689726
782,0.7649402,0.8734721,0.60102546
783,0.6584568,0.31121126,0.8309624
784,0.6941897,0.1776095,0.5852489
785,0.12899658,0.07891306,0.28973985
786,0.3558821,0.6644283,0.1589102
787,0.5636833,0.4932432,0.8290195
788,0.7033919,0.32635394,0.7097421
789,0.8436496,0.41435248,0.2894716
790,0.40551117,0.07658677,0.8775439
791,0.33665627,0.541043,0.5811799
792,0.26520553,0.7459791,0.73244834
793,0.003127043,0.8168232,0.026336161
794,0.88099724,0.28947818,0.6083034
795,0.8907777,0.23068465,0.08037451
796,0.7487567,0.5708029,0.26643887
797,0.7642863,0.34961778,0.48945782
798,0.65549815,0.53147537,0.5961244
799,0.048282135,0.7562968,0.6913197
800,0.83713406,0.10536143,0.61370045
801,0.10908802,0.11612558,0.61453784
802,0.64110696,0.33249485,0.19621603
803,0.75737596,0.71494144,0.6734473
804,0.96009564,0.78354,0.55649066
805,0.45809847,0.46811727,0.26271364
806,0.8283027,0.99403054,0.008628314
807,0.5055863,0.47761968,0.029109893
808,0.5722294,0.26092035,0.34593058
809,0.8273207,0.94305414,0.6861914
810,0.3182021,0.97149247,0.7597866
811,0.121020116,0.9311124,0.49423897
812,0.4304504,0.14642395,0.16247611
813,0.29261255,0.6724065,0.1462275
814,0.82172656,0.8590089,0.0015735064
815,0.22563632,0.72359324,0.7462876
816,0.41701204,0.4335656,0.666704
817,0.7845338,0.44410294,0.26576087
818,0.10040551,0.21463197,0.643837
819,0.21456885,0.12002018,0.26123896
820,0.08150535,0.51665723,0.81586254
821,0.9111645,0.24441375,0.7731216
822,0.6292524,0.4139359,0.09478471
823,0.27724192,0.24011284,0.27481616
824,0.8446412,0.4354641,0.95218813
825,0.6751895,0.11413516,0.76473796
826,0.6071301,0.5367301,0.6350954
827,0.60506904,0.8502621,0.4226395
828,0.434707,0.9470611,0.1527388
829,0.050951593,0.24409448,0.3140046
830,0.21634084,0.78998023,0.3663168
831,0.072936445,0.3929623,0.7705844
832,0.6147542,0.8525058,0.9566796
833,0.36280152,0.006597676,0.97493416
834,0.07186159,0.31735694,0.2813524
835,0.05329175,0.92173624,0.49564683
836,0.52532196,0.18380517,0.6898355
837,0.088354886,0.52405953,0.8849189
838,0.8790307,0.6613291,0.19291781
839,0.9688914,0.5129103,0.15802948
840,0.3638264,0.4556518,0.25991106
841,0.6486886,0.8242837,0.41176555
842,0.690975,0.5338142,0.5394509
843,0.23480427,0.15872045,0.21184139
844,0.7816954,0.6884348,0.9822443
845,0.4586279,0.30374882,0.22680472
846,0.03880275,0.60504484,0.9692152
847,0.040178716,0.72902375,0.8425028
848,0.06998089,0.2848681,0.598392
849,0.7329208,0.815054,0.463615
850,0.87858224,0.64994824,0.11330295
851,0.48618436,0.7768309,0.23641865
852,0.9572625,0.3337309,0.50505644
853,0.15304694,0.15732683,0.6573181
854,0.14882684,0.30625388,0.98326516
855,0.83483326,0.5051688,0.7815439
856,0.38315517,0.5013186,0.4129205
857,0.99873954,0.3631224,0.9314299
858,0.30595022,0.58924276,0.64245397
859,0.5032485,0.59764767,0.38051394
860,0.20550846,0.70420074,0.3759919
861,0.7038646,0.64675623,0.3530856
862,0.7463912,0.9571876,0.620332
863,0.85905147,0.82172614,0.094941705
864,0.7931445,0.5985047,0.6904049
865,0.26015434,0.58360755,0.7541522
866,0.8096867,0.18879616,0.032373648
867,0.61507636,0.9276136,0.64543265
868,0.6766644,0.97812814,0.583126
869,0.31867105,0.84354955,0.4478865
870,0.26556042,0.14992343,0.8168346
871,0.902601,0.9253829,0.085003376
872,0.26165566,0.61771417,0.55765885
873,0.64890075,0.59348357,0.10764704
874,0.4599307,0.716696,0.8949131
875,0.9879334,0.8004497,0.12255427
876,0.80562145,0.18570164,0.59843934
877,0.71349424,0.6312014,0.25050145
878,0.052204024,0.8710309,0.6627435
879,0.7854186,0.5860315,0.11114173
880,0.62352526,0.75259304,0.76341414
881,0.14532407,0.6193283,0.6241849
882,0.9192353,0.936738,0.44658074
883,0.4665675,0.99516886,0.38638717
884,0.48210248,0.94316417,0.20467992
885,0.47582832,0.5381497,0.9327852
886,0.084978566,0.90387404,0.5336777
887,0.9833041,0.75964403,0.8802876
888,0.3478314,0.3622806,0.19549474
889,0.8078528,0.75801605,0.9863659
890,0.58506316,0.38398227,0.8323962
891,0.13360344,0.5342439,0.80992025
892,0.47204983,0.20844564,0.8267325
893,0.44593573,0.22306283,0.490998
894,0.07900504,0.16227686,0.02741144
895,0.76576155,0.5379623,0.25195253
896,0.72535866,0.5012341,0.5702157
897,0.5182328,0.39960948,0.13794252
898,0.7801464,0.43600634,0.1836588
899,0.896879,0.9104657,0.3964174
900,0.8208137,0.50924855,0.8225541
901,0.9544719,0.42519173,0.19385767
902,0.0020440875,0.34073004,0.48651257
903,0.65631425,0.74037534,0.00042251524
904,0.6727765,0.43479684,0.7474504
905,0.75547284,0.10110892,0.9802386
906,0.3615371,0.31917655,0.14741261
907,0.31899685,0.5566806,0.12654442
908,0.4174123,0.9074278,0.11242433
909,0.25915107,0.12405114,0.04609445
910,0.80955,0.2820923,0.713701
911,0.99101216,0.25800076,0.7930263
912,0.23426442,0.42161903,0.88809264
913,0.39826027,0.9168492,0.6456322
914,0.93991584,0.19884056,0.61366165
915,0.22299689,0.23692098,0.30083668
916,0.434723,0.7947264,0.04437924
917,0.75174505,0.24723528,0.02556582
918,0.29234254,0.72924286,0.8583831
919,0.7904368,0.3016848,0.51874787
920,0.97927064,0.4917857,0.08928697
921,0.9445125,0.37347543,0.8038489
922,0.32488394,0.32714406,0.81060606
923,0.37534675,0.84250045,0.3278188
924,0.5320136,0.80716085,0.5957532
925,0.5620478,0.14186974,0.701072
926,0.42675227,0.08628684,0.7937234
927,0.3123401,0.101295866,0.4431834
928,0.33342397,0.19733855,0.027011618
929,0.9153914,0.95785654,0.07978426
930,0.84488827,0.21608602,0.3852205
931,0.30380377,0.025043977,0.7933161
932,0.20852967,0.3495285,0.47171962
933,0.06594056,0.768548,0.4198801
934,0.8185855,0.5169507,0.58135414
935,0.25489163,0.62008446,0.110549815
936,0.060277645,0.21185654,0.4336529
937,0.71152854,0.7932032,0.1231514
938,0.0578735,0.94114447,0.03430875
939,0.47290137,0.3608388,0.31672195
940,0.6991217,0.9524447,0.84594977
941,0.9280961,0.4038709,0.9111054
942,0.5323239,0.6127877,0.82659316
943,0.07388641,0.22406329,0.29064974
944,0.6030632,0.6098687,0.3667471
945,0.50133026,0.89697534,0.79689527
946,0.3209198,0.84049845,0.25370863
947,0.64432025,0.8919508,0.34652376
948,0.19457445,0.706237,0.72234726
949,0.2525333,0.23738132,0.8962792
950,0.4687213,0.9962758,0.124671556
951,0.23591019,0.78465074,0.4047948
952,0.48069003,0.47019368,0.82768226
953,0.6558632,0.5827039,0.7921025
954,0.7697982,0.7365518,0.6702749
955,0.40717328,0.30200005,0.48190674
956,0.9171185,0.26690698,0.4740925
957,0.7262829,0.07338962,0.61797506
958,0.15937652,0.5739119,0.8188462
959,0.39351594,0.22974133,0.15088075
960,0.5507572,0.3109561,0.7107061
961,0.53234226,0.6278985,0.9062332
962,0.20178546,0.5064424,0.41369957
963,0.4839338,0.38263458,0.46009964
964,0.26965722,0.524996,0.30452365
965,0.904832,0.3297242,0.07760172
966,0.4668387,0.5768889,0.85446405
967,0.32958627,0.57055306,0.21586476
968,0.68576074,0.5701522,0.6333232
969,0.7569471,0.38494933,0.86655104
970,0.85832024,0.1746989,0.5887345
971,0.38398167,0.9190612,0.77646863
972,0.0010901445,0.02921393,0.16908035
973,0.0059289406,0.49714422,0.42318556
974,0.27017668,0.5412241,0.04250731
975,0.5472188,0.593788,0.96756876
976,0.15162154,0.682133,0.5383832
977,0.45406437,0.16700122,0.81636244
978,0.48675936,0.52059484,0.6125633
979,0.8858385,0.20477058,0.9786215
980,0.12164115,0.81549853,0.6439919
981,0.9437976,0.44476497,0.9518979
982,0.7987246,0.5121151,0.4098531
983,0.27367067,0.9592811,0.7474098
984,0.70570403,0.24110375,0.20298329
985,0.9705343,0.35880443,0.38146025
986,0.6435367,0.8533072,0.21594378
987,0.88742507,0.60097224,0.5235864
988,0.4433037,0.943932,0.96122646
989,0.42021367,0.58836657,0.016631905
990,0.6130163,0.298688,0.91722494
991,0.16624585,0.14702031,0.86591613
992,0.8992552,0.031626888,0.4442425
993,0.8737168,0.97299725,0.6821064
994,0.37086222,0.7217665,0.11459294
995,0.84009415,0.18566345,0.9633306
996,0.3904365,0.3177442,0.005511054
997,0.40184504,0.0961985,0.3324566
998,0.35134986,0.62618375,0.17004386
999,0.36957735,0.7691674,0.7998509
1000,0.23198825,0.3550055,0.07432322
1001,0.86211884,0.48214507,0.335239
1002,0.22210355,0.0019669915,0.95772547
1003,0.9243041,0.9426617,0.4398153
1004,0.03336321,0.2140496,0.96802986
1005,0.2369996,0.15736176,0.5380253
1006,0.75361943,0.52315176,0.009268678
1007,0.86224,0.28872028,0.2850025
1008,0.7635356,0.80694664,0.15363355
1009,0.108946085,0.79061323,0.29786882
1010,0.24468407,0.18244928,0.9033465
1011,0.85213846,0.62644726,0.9059789
1012,0.9220377,0.3393491,0.1264112
1013,0.46758744,0.8001901,0.07791132
1014,0.31433624,0.3702338,0.8837435
1015,0.543811,0.13792819,0.036193486
1016,0.25292397,0.20772257,0.35067752
1017,0.6946584,0.10139998,0.12294286
1018,0.55679226,0.5171814,0.25604323
1019,0.7834999,0.47116905,0.7099155
1020,0.8690567,0.925866,0.5720515
1021,0.6521692,0.9807765,0.48093188
1022,0.5364138,0.45094067,0.90044993
1023,0.50553703,0.7286293,0.8524214
1024,0.054281794,0.14174974,0.7598106
1025,0.009656386,0.69401896,0.9064716
1026,0.023269454,0.65185237,0.4148856
1027,0.7408174,0.25490743,0.014744482
1028,0.13630588,0.690689,0.44449043
1029,0.50950277,0.5048942,0.08949805
1030,0.70719814,0.8934801,0.9412509
1031,0.55110323,0.8658875,0.24796811
1032,0.16557012,0.50434595,0.26209274
1033,0.80482507,0.17860019,0.20928629
1034,0.7881876,0.86696887,0.3734159
1035,0.9244548,0.4539088,0.22515507
1036,0.3201664,0.69939286,0.39268544
1037,0.21467738,0.84712166,0.32400015
1038,0.7963748,0.916418,0.85325694
1039,0.270706,0.69238734,0.974666
1040,0.41813305,0.8895812,0.09163658
1041,0.25526538,0.36409828,0.68235505
1042,0.7993869,0.3004411,0.007826072
1043,0.36162427,0.21426456,0.9185815
1044,0.9775475,0.243571,0.31330228
1045,0.8744405,0.4315108,0.19774759
1046,0.1572237,0.23081292,0.2893706
1047,0.49431026,0.9325066,0.7410733
1048,0.42111665,0.08085304,0.09248991
1049,0.4770032,0.9250479,0.313359
1050,0.5177142,0.14421734,0.54343486
1051,0.25250366,0.73054457,0.38883534
1052,0.3376102,0.69874984,0.36109978
1053,0.34742743,0.12476908,0.4865277
1054,0.51461923,0.9910628,0.84764814
1055,0.02286643,0.77287537,0.8805584
1056,0.9153193,0.77555585,0.5761148
1057,0.5345677,0.9032971,0.6852627
1058,0.53136367,0.9640989,0.066147186
1059,0.76287246,0.25977448,0.19972013
1060,0.7224122,0.103643306,0.9503526
1061,0.5131559,0.5944055,0.31268528
1062,0.2943882,0.15388702,0.4988148
1063,0.96863073,0.27561536,0.40759334
1064,0.80870306,0.08023276,0.30816826
1065,0.5838303,0.11697045,0.83998054
1066,0.24902965,0.79419655,0.83301204
1067,0.26687548,0.29073763,0.34127462
1068,0.8752015,0.40051672,0.40425432
1069,0.5975702,0.8526779,0.44215906
1070,0.4173799,0.63720495,0.3340767
1071,0.58218205,0.4932883,0.5228182
1072,0.031147372,0.06824026,0.62342495
1073,0.78713715,0.35312358,0.07620347
1074,0.64353514,0.08312112,0.009054177
1075,0.14650087,0.43375847,0.8614784
1076,0.7008159,0.66975003,0.3220456
1077,0.34209564,0.31306648,0.5969582
1078,0.6551671,0.87951374,0.6679385
1079,0.16845635,0.36223674,0.3683739
1080,0.2966113,0.035321347,0.69607186
1081,0.6169517,0.7896473,0.54200923
1082,0.64623064,0.81409234,0.81359416
1083,0.99621,0.4396286,0.49436867
1084,0.5754676,0.5290096,0.0812537
1085,0.39365745,0.8687397,0.34483936
1086,0.75900537,0.13842888,0.12721923
1087,0.17977951,0.84827274,0.43558028
1088,0.43826494,0.04647118,0.9479592
1089,0.08503611,0.8314335,0.0068971305
1090,0.47300336,0.32122716,0.26800555
1091,0.7737495,0.61241466,0.59432226
1092,0.5214961,0.022539651,0.76873934
1093,0.46332103,0.7181499,0.13438745
1094,0.045471977,0.7252799,0.30417657
1095,0.97117096,0.5053756,0.2832258
1096,0.9884679,0.45849016,0.31366646
1097,0.35370067,0.91258925,0.9521705
1098,0.22348821,0.41131032,0.062687784
1099,0.0044924044,0.48594728,0.4191383
1100,0.55888003,0.7036769,0.73705405
1101,0.5572877,0.3469485,0.27557197
1102,0.1812501,0.5574008,0.6784442
1103,0.5644069,0.5082618,0.2508223
1104,0.602889,0.64930314,0.45183948
1105,0.7663859,0.76442593,0.53928506
1106,0.5149246,0.24939506,0.33228013
1107,0.58483684,0.117952935,0.9889217
1108,0.07313785,0.67641413,0.43268275
1109,0.7765977,0.4198839,0.36672267
1110,0.9956434,0.9154121,0.37868354
1111,0.98443633,0.79488194,0.5705565
1112,0.8327108,0.64655757,0.959321
1113,0.56600475,0.5638027,0.9892435
1114,0.7643325,0.54793054,0.23196934
1115,0.52508694,0.84102863,0.68445754
1116,0.32606632,0.8239219,0.9373555
1117,0.81798327,0.24482022,0.02350342
1118,0.676964,0.122496165,0.515622
1119,0.52333593,0.906269,0.895405
1120,0.36822546,0.7022071,0.71542317
1121,0.7781725,0.89069635,0.5796885
1122,0.4686153,0.9966536,0.25022596
1123,0.8789196,0.72559345,0.34901038
1124,0.8976131,0.5229653,0.22177383
1125,0.70560676,0.95799375,0.93111706
1126,0.8421368,0.45810267,0.7069119
1127,0.17368126,0.22614837,0.9602809
1128,0.5787906,0.8374367,0.8199605
1129,0.43425742,0.48404288,0.10003644
1130,0.015993088,0.043793876,0.57010156
1131,0.8132554,0.77561265,0.19786951
1132,0.2733939,0.24114883,0.59796566
1133,0.7426318,0.38246354,0.5893895
1134,0.9031702,0.19703642,0.5436837
1135,0.8529983,0.78150004,0.03677257
1136,0.9980308,0.4945221,0.6528072
1137,0.67813057,0.43907517,0.78270364
1138,0.30729413,0.97400576,0.6056746
1139,0.5464868,0.39488655,0.47677708
1140,0.73515564,0.8062484,0.32908702
1141,0.38678008,0.53546953,0.18056896
1142,0.99494296,0.22654717,0.9957791
1143,0.060507562,0.73531413,0.04129296
1144,0.77721864,0.7160324,0.519131
1145,0.40751535,0.36073238,0.48348278
1146,0.16938467,0.9391701,0.5790004
1147,0.10654417,0.42445162,0.5305281
1148,0.8867831,0.68938667,0.60239834
1149,0.73795193,0.3576153,0.47788957
1150,0.40728718,0.3264804,0.28618547
1151,0.4808703,0.81754047,0.2949047
1152,0.72985667,0.8296842,0.66391706
1153,0.17887379,0.29535946,0.15685828
1154,0.029394226,0.6668815,0.81888837
1155,0.85728204,0.72697127,0.51894665
1156,0.50256556,0.41235632,0.023970751
1157,0.33202645,0.25007027,0.50265867
1158,0.4544132,0.3655747,0.63160497
1159,0.44152865,0.97302383,0.61638474
1160,0.15272743,0.357312,0.6253249
1161,0.035280254,0.7076758,0.8303132
1162,0.1180081,0.10471851,0.7991997
1163,0.72987765,0.07069512,0.7271125
1164,0.16294667,0.05257065,0.07496227
1165,0.22596882,0.44377705,0.6607484
1166,0.31599754,0.6189212,0.7457968
1167,0.2702846,0.49979007,0.7245607
1168,0.6251541,0.2976889,0.7014573
1169,0.904056,0.59301937,0.76769114
1170,0.52650744,0.69828284,0.16250455
1171,0.80144,0.023780257,0.21440357
1172,0.409709,0.22643583,0.98762023
1173,0.2811039,0.118454,0.20346798
1174,0.46843517,0.5985257,0.5455196
1175,0.64682233,0.81783277,0.9183719
1176,0.40827513,0.49290034,0.53189933
1177,0.30441204,0.7411575,0.73877954
1178,0.5937881,0.08922484,0.020757047
1179,0.61236334,0.28382286,0.013621936
1180,0.06494848,0.26415226,0.61881775
1181,0.6261818,0.74551815,0.27461416
1182,0.3662067,0.7783929,0.94896054
1183,0.32960024,0.093565516,0.0729455
1184,0.53803635,0.8950986,0.16682722
1185,0.8978484,0.6700583,0.056198254
1186,0.75868356,0.29194605,0.15081951
1187,0.9116426,0.5338015,0.47867852
1188,0.21965678,0.82829195,0.03229877
1189,0.92521614,0.013265511,0.51380897
1190,0.71383303,0.5270155,0.8777827
1191,0.3090763,0.92585087,0.62349373
1192,0.22941019,0.8718893,0.86267024
1193,0.3101839,0.4391374,0.0398376
1194,0.9538364,0.70896393,0.13482468
1195,0.4606197,0.6562791,0.2156557
1196,0.04705509,0.81447154,0.75396055
1197,0.8687575,0.7835129,0.074061744
1198,0.25651902,0.97480524,0.98423475
1199,0.3597157,0.6469836,0.45154178
1200,0.5078297,0.15886478,0.4790813
1201,0.87361646,0.051189654,0.706831
1202,0.9415631,0.04332895,0.22871782
1203,0.03928928,0.57749236,0.09525681
1204,0.6483322,0.5898432,0.53420514
1205,0.37216723,0.9759171,0.7758258
1206,0.19432043,0.4706125,0.5039816
1207,0.35494116,0.17649294,0.47167087
1208,0.78290284,0.039740186,0.2325665
1209,0.19710189,0.282683,0.700124
1210,0.68648785,0.16597205,0.7987574
1211,0.6330362,0.21308573,0.62237144
1212,0.73900604,0.34285986,0.019720975
1213,0.8333252,0.519447,0.52788186
1214,0.018412186,0.7365836,0.15751365
1215,0.44465244,0.54031265,0.18111183
1216,0.6840561,0.2642648,0.57848203
1217,0.021495145,0.96423954,0.8346664
1218,0.18089204,0.49906734,0.896362
1219,0.94600934,0.5893276,0.6939365
1220,0.103802584,0.8182378,0.99414945
1221,0.11207109,0.7945256,0.62280387
1222,0.6216644,0.5854133,0.056598015
1223,0.5500455,0.63016653,0.7083822
1224,0.5452207,0.12052877,0.98513377
1225,0.78947186,0.61392653,0.46143764
1226,0.0254398,0.87465245,0.55375266
1227,0.5838109,0.7093322,0.85200405
1228,0.60937864,0.300155,0.30568928
1229,0.891725,0.41604844,0.33319062
1230,0.50295985,0.1628197,0.0008298076
1231,0.64944744,0.111668296,0.2141999
1232,0.5074698,0.45720035,0.3940546
1233,0.84482795,0.69826066,0.7219105
1234,0.96181715,0.11581736,0.8803768
1235,0.869334,0.15072076,0.5750854
1236,0.8309993,0.6429516,0.20488366
1237,0.097969145,0.45468056,0.03430278
1238,0.89161336,0.007134839,0.79070747
1239,0.053928304,0.83541304,0.64247066
1240,0.25288638,0.10727419,0.29657477
1241,0.5317345,0.31222302,0.46958947
1242,0.71762913,0.23770511,0.14062908
1243,0.646206,0.85041666,0.38461035
1244,0.7091445,0.52472204,0.16407727
1245,0.49891675,0.44007447,0.4523164
1246,0.89413285,0.54033643,0.9470751
1247,0.41938204,0.0059174686,0.28367236
1248,0.48938084,0.40628684,0.3584012
1249,0.3946061,0.26800022,0.3089898
1250,0.66463226,0.836582,0.9160128
1251,0.67339116,0.5045621,0.27070916
1252,0.76572406,0.1184063,0.5723289
1253,0.67748195,0.7156521,0.39829364
1254,0.12893611,0.04278447,0.35343304
1255,0.085448034,0.50075567,0.7827922
1256,0.8441279,0.08975259,0.2503164
1257,0.1599932,0.71403086,0.44107145
1258,0.14377727,0.69445616,0.68488395
1259,0.98814666,0.6004659,0.056467507
1260,0.48530197,0.5882776,0.5100174
1261,0.12130416,0.7107656,0.4913915
1262,0.74370646,0.3205429,0.862754
1263,0.7366225,0.23927863,0.8572676
1264,0.68788594,0.49093565,0.36821976
1265,0.44219893,0.24942276,0.4385585
1266,0.6233091,0.5528102,0.6208195
1267,0.21033306,0.65081924,0.74701643
1268,0.7039858,0.38420117,0.7672097
1269,0.2107847,0.20784785,0.9629244
1270,0.35850102,0.8385846,0.57810205
1271,0.9364766,0.5389168,0.94996274
1272,0.6483666,0.8711358,0.39122957
1273,0.7344599,0.8227073,0.5573413
1274,0.64328706,0.7738682,0.8221776
1275,0.85156995,0.4054936,0.25613067
1276,0.1426262,0.48163986,0.7347739
1277,0.055536836,0.3689206,0.8989472
1278,0.6305366,0.74749297,0.1432268
1279,0.47988677,0.5620203,0.9965772
1280,0.75892764,0.06448707,0.30823407
1281,0.7855411,0.8693122,0.7854706
1282,0.70413333,0.2380358,0.9173727
1283,0.66303015,0.9782755,0.3997809
1284,0.96821994,0.13881205,0.4681026
1285,0.38158098,0.22006896,0.5694193
1286,0.6231876,0.60427606,0.4486022
1287,0.7035653,0.11558699,0.7999164
1288,0.424959,0.4469994,0.40839684
1289,0.55090106,0.4681523,0.59776694
1290,0.37089413,0.23224056,0.22373389
1291,0.19229034,0.343753,0.28998476
1292,0.91294414,0.23976675,0.9584824
1293,0.37841773,0.79578704,0.19494891
1294,0.19074333,0.13029876,0.65042853
1295,0.36560968,0.9603497,0.0033037595
1296,0.3966256,0.29994646,0.6176682
1297,0.24224482,0.6230516,0.5296818
1298,0.68872106,0.95305455,0.52834517
1299,0.06282368,0.19001585,0.2770066
1300,0.8593855,0.74958897,0.2740215
1301,0.837356,0.9893356,0.35176665
1302,0.9612657,0.45350736,0.068195194
1303,0.908545,0.16006379,0.89660144
1304,0.4365863,0.5312816,0.46665305
1305,0.8302522,0.91977894,0.698788
1306,0.46093968,0.7005626,0.4462171
1307,0.3167608,0.9659459,0.7487913
1308,0.07211011,0.42387587,0.054269947
1309,0.936833,0.17796165,0.50255954
1310,0.02110127,0.64290273,0.1756403
1311,0.38137385,0.38186324,0.8137059
1312,0.196364,0.8135021,0.3147885
1313,0.25791165,0.73410934,0.49163908
1314,0.0326954,0.85714144,0.29588825
1315,0.6211866,0.8544834,0.5414271
1316,0.5516603,0.7541748,0.545268
1317,0.87949276,0.28210932,0.9648055
1318,0.51605487,0.99306023,0.77031165
1319,0.59893906,0.5608395,0.12905863
1320,0.8850529,0.2725872,0.72677916
1321,0.028882518,0.49745217,0.96476936
1322,0.39996076,0.62090033,0.25097984
1323,0.65689456,0.09559766,0.5063413
1324,0.7190633,0.8415679,0.024235424
1325,0.15256615,0.88772935,0.81021357
1326,0.42818817,0.2183447,0.36169076
1327,0.9400719,0.36504662,0.8633972
1328,0.07205601,0.28226647,0.08297605
1329,0.04128762,0.9748701,0.83457804
1330,0.69273216,0.7598817,0.2121003
1331,0.11505942,0.5063874,0.57634425
1332,0.23489279,0.1810929,0.3092553
1333,0.9646808,0.024779987,0.22411858
1334,0.92469555,0.39865577,0.5542082
1335,0.66540474,0.93167895,0.3775609
1336,0.17253529,0.9085478,0.4506186
1337,0.22540404,0.39676663,0.5843521
1338,0.07708556,0.037054185,0.55931515
1339,0.9158724,0.33754238,0.29741138
1340,0.10516202,0.81771636,0.47715834
1341,0.43571535,0.33943135,0.18543194
1342,0.023037039,0.99345064,0.53576344
1343,0.77071667,0.94637436,0.76891744
1344,0.6681609,0.69400066,0.25844958
1345,0.47198135,0.81894165,0.49876556
1346,0.81487656,0.83742714,0.78250456
1347,0.829989,0.2082275,0.8441817
1348,0.3088776,0.3690404,0.007889225
1349,0.8571747,0.58472115,0.47133255
1350,0.1113199,0.71443075,0.20196868
1351,0.23881489,0.49240264,0.15326472
1352,0.5509227,0.7972336,0.18509263
1353,0.6573448,0.60113996,0.5928818
1354,0.1225018,0.21931711,0.40181512
1355,0.15175772,0.4817836,0.55843186
1356,0.657857,0.6304051,0.24489477
1357,0.69767976,0.59819436,0.28970674
1358,0.7023437,0.42657885,0.68438154
1359,0.29651257,0.9705836,0.2274262
1360,0.8692959,0.37623456,0.7077002
1361,0.62086236,0.43422627,0.16001976
1362,0.6484849,0.8287228,0.49169984
1363,0.7441109,0.6805787,0.60207397
1364,0.50816643,0.8287153,0.72214293
1365,0.9448052,0.48815873,0.3261229
1366,0.43655497,0.960893,0.6654855
1367,0.20961747,0.5133007,0.9515066
1368,0.5409982,0.17785873,0.21527316
1369,0.31705278,0.63796854,0.8385762
1370,0.10137283,0.99861956,0.77582127
1371,0.34074295,0.43646196,0.5941945
1372,0.34934387,0.18824059,0.8407115
1373,0.79855376,0.17905456,0.3160783
1374,0.8616212,0.61763453,0.69732785
1375,0.52486515,0.65225685,0.86211216
1376,0.04009164,0.29027554,0.018533412
1377,0.47861198,0.24869539,0.6975712
1378,0.6006378,0.26850766,0.89362955
1379,0.07731351,0.41593507,0.09907813
1380,0.54562205,0.7832787,0.5552311
1381,0.42197397,0.244961,0.009539021
1382,0.07884374,0.043282367,0.3671677
1383,0.6308321,0.85367966,0.028750317
1384,0.32544926,0.24032114,0.026480576
1385,0.918066,0.9515202,0.5280245
